date,month,operator_name,operator_id,reward_value,el_reward_value,balance,rank_in_month,percentile,threshold,above_threshold_eth,above_threshold_pct,outlier_method,month_mean,month_median,month_std,std_above_mean,days_in_month
2024-01-03,2024-01,ParaFi Technologies LLC,37,12.9847,12.9847,153504,2,96.7742,11.8742,1.1105,9.3522,std_el_based,4.3168,3.5124,3.7787,2.2939,31
2024-01-03,2024-01,Staking Facilities,0,23.0506,23.0506,268800,1,100.0,13.188,9.8626,74.7849,std_el_based,5.5751,4.8368,3.8065,4.591,31
2024-01-04,2024-01,RockawayX Infra,38,12.9722,12.9722,176000,1,100.0,8.9324,4.0398,45.226,std_el_based,4.3237,3.8177,2.3044,3.7531,31
2024-01-10,2024-01,Attestant (BVI) Limited,29,11.9182,11.9182,320032,2,96.7742,11.5159,0.4024,3.4939,std_el_based,6.1059,5.2426,2.705,2.1487,31
2024-01-10,2024-01,Blockscape,5,12.5037,12.5037,282560,1,100.0,10.1531,2.3507,23.1521,std_el_based,5.6636,4.7583,2.2447,3.0472,31
2024-01-10,2024-01,P2P.org,2,34.2445,34.2445,284096,2,96.7742,25.6913,8.5532,33.2923,std_el_based,8.9035,6.943,8.3939,3.019,31
2024-01-10,2024-01,ParaFi Technologies LLC,37,20.5024,20.5024,178080,1,100.0,11.8742,8.6282,72.6636,std_el_based,4.3168,3.5124,3.7787,4.2834,31
2024-01-11,2024-01,Attestant (BVI) Limited,29,14.0947,14.0947,320032,1,100.0,11.5159,2.5788,22.3934,std_el_based,6.1059,5.2426,2.705,2.9534,31
2024-01-15,2024-01,P2P.org,2,39.909,39.909,284096,1,100.0,25.6913,14.2177,55.3406,std_el_based,8.9035,6.943,8.3939,3.6938,31
2024-01-23,2024-01,Chorus One,3,79.2664,79.2664,283296,1,100.0,35.0202,44.2462,126.3447,std_el_based,8.76,6.272,13.1301,5.3698,31
2024-01-28,2024-01,Gateway.fm AS,35,0.8034,0.8034,16000,2,96.7742,0.798,0.0054,0.6738,std_el_based,0.3242,0.233,0.2369,2.0227,31
2024-01-31,2024-01,Blockscape,5,10.9217,10.9217,282560,2,96.7742,10.1531,0.7687,7.5706,std_el_based,5.6636,4.7583,2.2447,2.3424,31
2024-02-08,2024-02,Blockscape,5,13.0587,13.0587,282560,1,100.0,10.9058,2.1529,19.7407,std_el_based,6.4325,5.6724,2.2367,2.9625,29
2024-02-08,2024-02,Kiln,8,13.1971,13.1971,281888,2,96.5517,13.0886,0.1085,0.8286,std_el_based,7.4296,7.1017,2.8295,2.0383,29
2024-02-08,2024-02,P2P.org,2,8.526,8.526,284096,1,100.0,8.2289,0.2972,3.6111,std_el_based,5.0618,5.0262,1.5836,2.1877,29
2024-02-09,2024-02,P2P.org,2,8.4056,8.4056,284096,2,96.5517,8.2289,0.1767,2.1477,std_el_based,5.0618,5.0262,1.5836,2.1116,29
2024-02-10,2024-02,RockawayX Infra,38,13.2201,13.2201,253024,1,100.0,9.5323,3.6878,38.6872,std_el_based,5.1027,4.7237,2.2148,3.6651,29
2024-02-12,2024-02,Chorus One,3,133.947,133.947,283296,1,100.0,59.0372,74.9098,126.8856,std_el_based,12.0553,6.7549,23.491,5.1889,29
2024-02-12,2024-02,Kiln,8,13.9382,13.9382,281888,1,100.0,13.0886,0.8496,6.4913,std_el_based,7.4296,7.1017,2.8295,2.3003,29
2024-02-13,2024-02,Attestant (BVI) Limited,29,17.4908,17.4908,320032,1,100.0,14.4456,3.0452,21.0807,std_el_based,8.2937,7.1783,3.0759,2.99,29
2024-02-13,2024-02,ParaFi Technologies LLC,37,23.8643,23.8643,267264,2,96.5517,20.6885,3.1758,15.3506,std_el_based,7.3883,4.9876,6.6501,2.4776,29
2024-02-15,2024-02,ParaFi Technologies LLC,37,21.836,21.836,283456,3,93.1034,20.6885,1.1475,5.5466,std_el_based,7.3883,4.9876,6.6501,2.1726,29
2024-02-19,2024-02,Attestant (BVI) Limited,29,15.2705,15.2705,320032,2,96.5517,14.4456,0.825,5.7109,std_el_based,8.2937,7.1783,3.0759,2.2682,29
2024-02-21,2024-02,ParaFi Technologies LLC,37,30.2979,30.2979,284992,1,100.0,20.6885,9.6094,46.4482,std_el_based,7.3883,4.9876,6.6501,3.445,29
2024-02-25,2024-02,Staking Facilities,0,18.2599,18.2599,268800,1,100.0,12.8616,5.3984,41.9727,std_el_based,6.4856,5.7251,3.188,3.6933,29
2024-02-26,2024-02,Gateway.fm AS,35,0.6582,0.6582,16000,1,100.0,0.4985,0.1596,32.0197,std_el_based,0.2163,0.2023,0.1411,3.1313,28
2024-03-01,2024-03,Staking Facilities,0,13.2704,13.2704,268800,2,96.7742,12.9002,0.3702,2.8697,std_el_based,6.7288,6.4871,3.0857,2.12,31
2024-03-05,2024-03,ParaFi Technologies LLC,37,16.1209,16.1209,287360,1,100.0,12.288,3.8329,31.1922,std_el_based,6.6893,5.9892,2.7993,3.3692,31
2024-03-06,2024-03,P2P.org,2,14.236,14.236,287360,3,93.5484,13.2347,1.0013,7.5661,std_el_based,6.8054,5.8265,3.2147,2.3115,31
2024-03-11,2024-03,Blockscape,5,24.9825,24.9825,287744,1,100.0,18.4657,6.5169,35.2919,std_el_based,8.5209,6.3386,4.9724,3.3106,31
2024-03-12,2024-03,P2P.org,2,15.824,15.824,287744,1,100.0,13.2347,2.5893,19.5644,std_el_based,6.8054,5.8265,3.2147,2.8055,31
2024-03-12,2024-03,ParaFi Technologies LLC,37,13.8332,13.8332,287712,2,96.7742,12.288,1.5452,12.5748,std_el_based,6.6893,5.9892,2.7993,2.552,31
2024-03-13,2024-03,P2P.org,2,14.8339,14.8339,287744,2,96.7742,13.2347,1.5992,12.0835,std_el_based,6.8054,5.8265,3.2147,2.4975,31
2024-03-14,2024-03,Chorus One,3,30.5218,30.5218,287744,1,100.0,18.1673,12.3545,68.0044,std_el_based,8.0371,7.1169,5.0651,4.4392,31
2024-03-14,2024-03,Gateway.fm AS,35,4.0574,4.0574,16000,1,100.0,1.9914,2.066,103.7502,std_el_based,0.4682,0.201,0.7616,4.7128,31
2024-03-18,2024-03,Gateway.fm AS,35,2.0617,2.0617,16000,2,96.7742,1.9914,0.0704,3.5337,std_el_based,0.4682,0.201,0.7616,2.0924,31
2024-03-19,2024-03,RockawayX Infra,38,49.4289,49.4289,287712,1,100.0,25.3558,24.0731,94.9409,std_el_based,8.7412,6.6203,8.3073,4.8978,31
2024-03-22,2024-03,Blockscape,5,20.417,20.417,287744,2,96.7742,18.4657,1.9513,10.5673,std_el_based,8.5209,6.3386,4.9724,2.3924,31
2024-03-28,2024-03,Attestant (BVI) Limited,29,25.7555,25.7555,291648,1,100.0,20.598,5.1575,25.0387,std_el_based,8.7974,6.7854,5.9003,2.8741,31
